id	type	name	description	target	belongs_to	pc	ts_pc	PC3	VCAP	A375	A549	HA1E	HCC515	HT29	MCF7	HEPG2	summary
BRD-A45889380	CP	mepacrine	NFkB pathway inhibitor, cytokine production inhibitor, TP53 expression enhancer, acetylcholinesterase inhibitor, AKT inhibitor, apoptosis stimulant, DNA inhibitor, mTOR inhibitor, phospholipase inhibitor, PI3K inhibitor, secretory phospholipase inhibitor, TP53 activator	TP53, AKT1, MTOR, NFKB1, PLA2G1B, PLA2G2A, PLA2G2D, PLA2G4A, PLA2G6, PLCL1	NFkB pathway inhibitor	0.00, 0.00	1.22, 0.24	-97.02	-94.26	-84.47	-39.98	-35.10	-67.74	-68.23	76.25	-94.88	-95.43
BRD-K21672174	CP	RO-28-1675	glucokinase activator	GCK		0.00, 0.00	0.66, 0.01	-99.95	-99.91	-98.94	10.91	-99.51	-96.81	-99.48	-19.37	-22.07	-99.15
BRD-A97437073	CP	rosiglitazone	PPAR receptor agonist, insulin sensitizer, thiazolidinedione	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	PPAR receptor agonist	0.00, 0.00	0.39, 0.11	-70.79	59.27	-79.51	-92.94	-72.85	56.52	-99.30	47.38	-61.42	-71.94
BRD-K03816923	CP	rottlerin	large conductance potassium channel activator, MAP kinase inhibitor, PKC inhibitor, protein kinase inhibitor, tissue transglutaminase inhibitor	KCNH2, PRKCD, TGM2		0.00, 0.00	2.56, 0.93	-94.81	-36.13	-95.16	-97.27	-99.27	-99.51	-99.54	-76.41	-98.55	-97.39
BRD-K53855319	CP	SRT-1720	SIRT activator	SIRT1		30.00, 30.00	1.06, 0.16	99.37	98.91	-9.41	98.15	-65.43	50.11	44.60	41.74	23.68	87.86
BRD-A35588707	CP	teniposide	topoisomerase inhibitor, DNA inhibitor, DNA repair enzyme inhibitor, mitotic inhibitor	TOP2A, CYP3A5	Topoisomerase inhibitor	0.00, 0.00	2.61, 0.64	-99.62	-99.56	-99.41	-99.86	-99.85	42.10	-99.76	-99.89	-99.66	-99.51
BRD-K51575138	CP	TPCA-1	IKK inhibitor	IKBKB	IKK inhibitor	0.00, 0.00	1.81, 0.59	-98.63	-99.86	-98.38	-93.76	94.92	-86.51	-90.39	86.67	-36.27	-96.57
BRD-K80527266	CP	triacsin-c	adrenergic receptor antagonist	ACSL1		0.00, 0.00	1.22, 0.30	-35.28	-93.81	86.90	37.51	17.18	77.32	90.82	82.79	72.27	88.22
BRD-K74236984	CP	UNC-0321	histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor	EHMT2		30.00, 20.00	0.76, 0.18	82.42	50.74	84.02	-38.47	92.33	97.98	-86.68	99.77	31.65	95.41
BRD-K87947369	CP	tozasertib	Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor, Abl kinase inhibitor, mitotic inhibitor	AURKA, AURKB, ABL1, AURKC, BCR, FLT3, JAK2, DDR2, LCK		70.00, 60.00	1.70, 0.50	99.98	99.96	-80.04	90.96	99.57	99.94	97.40	-70.44	99.31	99.75
BRD-K12994359	CP	valdecoxib	cyclooxygenase inhibitor	PTGS2, CA12, CYP2C19		0.00, 0.00	0.34, 0.05	35.94	-99.28	-61.74	-59.04	-20.82	-100.00	-99.56	-98.82	-99.32	-99.47
BRD-K71799949	CP	carbamazepine	potassium channel modulator, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A		10.00, 10.00	0.68, 0.16	34.85	-98.42	99.76	33.24	25.80	-27.19	11.99	45.67	92.33	29.76
BRD-A85860691	CP	chaetocin	histone lyinse methyltransferase inhibitor, histone lysine N methyltransferase inhibitor	EHMT2, SUV39H1		10.00, 10.00	0.70, 0.05	11.82	52.61	-40.44	90.28	-88.06	62.20	100.00	-27.24	87.97	77.89
BRD-A38030642	CP	cyclosporin-a	calcineurin inhibitor, cyclophilin inhibitor, immunosuppressant, insulin expression inhibitor, T cell inhibitor	PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3		0.00, 0.00	2.28, 0.90	-95.26	-44.68	-97.47	-99.55	-98.96	-68.92	-98.50	-99.41	-99.44	-98.31
BRD-K35723520	CP	darinaparsin	apoptosis stimulant, NADPH oxidase stimulant			50.00, 30.00	1.13, 0.31	33.77	39.50	99.69	-92.46	69.93	97.70	96.68	97.21	61.99	98.50
BRD-K82135108	CP	elesclomol	apoptosis stimulant, HSP agonist, HSP inducer, oxidative stress inducer, topoisomerase inhibitor	TOP2A		10.00, 0.00	1.14, 0.13	35.55	-92.89	-96.08	-94.75	-49.83	16.72	95.07	-95.40	7.65	-92.44
BRD-K14888893	CP	minoxidil	antialopecia agent, ATP channel activator, ATP-sensitive potassium channel agonist, KATP activator, Kir6 channel (KATP) activator, polarization activator, renin secretion stimulant	KCNJ8, ABCC9, KCNJ1, KCNJ10, KCNJ11, PTGS1, REN		0.00, 0.00	1.34, 0.35	-23.84	-66.93	29.92	41.10	58.93	-52.38	-35.63	77.44	49.98	32.65
BRD-A75517195	CP	thiazolopyrimidine	CDC inhibitor			10.00, 0.00	0.32, 0.08	-81.45	96.30	-95.93	82.85	-97.50	-84.20	57.03	-47.74	44.90	-93.80
BRD-A75409952	CP	wortmannin	PI3K inhibitor, ATM kinase inhibitor, ATR kinase inhibitor, DNA dependent protein kinase inhibitor, mTOR inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PLK inhibitor	PIK3CA, PIK3CG, PLK1, ATM, ATR, MTOR, PI4KA, PI4KB, PIK3CD, PIK3R1, PLK3, PRKDC		0.00, 0.00	1.31, 0.38	-99.71	-99.98	-98.98	-99.85	-98.29	-98.27	-95.84	-98.79	-99.73	-98.98
BRD-A81541225	CP	oligomycin-a	ATP synthase inhibitor, ATPase inhibitor	ATP5A1		30.00, 20.00	1.65, 0.45	20.92	69.54	96.78	37.80	-98.03	99.40	86.97	84.63	-98.83	97.53
BRD-K81418486	CP	vorinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC6, HDAC8, HDAC10, HDAC11, HDAC5, HDAC9	HDAC inhibitor	0.00, 0.00	1.66, 0.57	-98.77	-97.52	-99.49	-99.59	-99.65	-99.48	-99.65	-99.32	-99.47	-98.77
BRD-K61033289	CP	15-delta-prostaglandin-j2	PPAR receptor agonist, FXR antagonist	PPARG, NR1H4		0.00, 0.00	3.07, 0.89	-98.18	-38.30	-99.58	-96.03	-99.61	-29.40	-94.09	-81.80	-98.61	-96.90
BRD-K88560311	CP	rucaparib	PARP inhibitor	PARP1, PARP2	PARP inhibitor	10.00, 10.00	1.41, 0.26	-70.54	-65.29	-88.40	82.47	99.98	-8.17	-38.22	-51.05	-100.00	-56.61
BRD-K08703257	CP	3-amino-benzamide	PARP inhibitor	PARP1		30.00, 20.00	0.92, 0.16	57.61	96.30	99.88	87.05	63.19	94.03	93.77	82.26	-50.13	98.56
BRD-K09907482	CP	PRL-3-inhibitor-I	PRL phosphatase inhibitor, tyrosine phosphatase inhibitor	PTP4A3		10.00, 10.00	0.49, 0.07	-43.81	86.24	52.52	-7.34	99.47	-75.49	-27.46	83.99	-30.70	53.37
BRD-K59184148	CP	SB-216763	glycogen synthase kinase inhibitor	GSK3B, CCNA2, CDK2, GSK3A	Glycogen synthase kinase inhibitor	0.00, 0.00	0.36, 0.17	-99.63	-54.19	-86.78	-63.34	91.05	-94.88	-92.83	47.09	-35.54	-94.60
BRD-K12762134	CP	XAV-939	PARP inhibitor, TNKS inhibitor	TNKS, TNKS2		10.00, 10.00	0.88, 0.30	99.13	-24.32	-57.42	-24.88	-18.08	-95.15	-41.01	58.19	80.24	-19.99
BRD-K26657438	CP	imiquimod	interferon inducer, toll-like receptor agonist, immunostimulant	TLR7, TLR8		30.00, 20.00	1.31, 0.49	99.98	70.08	98.25	50.33	96.18	49.79	63.24	56.14	-28.60	92.37
BRD-K93754473	CP	tamoxifen	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), estrogen receptor agonist, estrogen receptor modulator, PKC inhibitor	ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ		40.00, 30.00	0.38, 0.17	99.66	25.93	99.58	60.28	88.12	22.79	-56.94	-50.01	98.49	97.06
BRD-K27316855	CP	calcitriol	vitamin D receptor agonist, hypercalcaemic agent	VDR, CYP3A5		0.00, 0.00	0.93, 0.18	94.12	-98.69	46.55	-40.86	-33.84	-8.74	-63.64	-36.40	83.97	-10.91
BRD-A13122391	CP	triptolide	RNA polymerase inhibitor	CYP2C19, RELA		0.00, 0.00	1.92, 0.68	-99.25	-99.87	-72.71	-92.30	-99.09	-85.07	-33.46	-83.20	-91.36	-97.89
BRD-A71390734	CP	idarubicin	topoisomerase inhibitor, radical formation stimulant, RNA synthesis inhibitor	TOP2A		0.00, 0.00	1.25, 0.26	-95.39	-98.75	-98.20	-99.91	-99.94	61.18	-99.76	-99.88	-97.63	-99.58
BRD-K91623615	CP	ABT-751	tubulin inhibitor, dihydropteroate synthase inhibitor, microtubule inhibitor, PABA antagonist, tubulin polymerisation inhibitor	TUBB	Tubulin inhibitor	20.00, 20.00	1.51, 0.73	82.62	99.96	-27.29	-24.95	-56.75	99.82	-82.15	16.54	29.23	53.51
BRD-K07303502	CP	arachidonyl-trifluoro-methane	cytosolic phospholipase inhibitor	PLA2G4A		0.00, 0.00	1.40, 0.15	-99.49	-87.50	-87.04	-36.15	-70.95	-99.54	-98.85	26.44	-28.93	-97.53
BRD-K78959463	CP	FPL-64176	calcium channel agonist, L-type calcium channel activator	CACNA1C, CACNA1S		0.00, 0.00	0.98, 0.39	16.55	34.31	86.41	67.44	34.09	-92.98	68.34	17.25	23.37	32.23
BRD-K09499853	CP	KU-0060648	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	DNA dependent protein kinase inhibitor, PI3K inhibitor	0.00, 0.00	1.84, 0.56	-94.89	-15.83	-98.63	76.16	-95.60	-98.79	-90.53	-95.35	-62.28	-95.24
BRD-K28470988	CP	L-690330	inositol monophophatase inhibitor	IMPA1		0.00, 0.00	1.70, 0.78	47.33	80.46	-75.08	-42.98	-69.38	-92.87	-36.23	92.05	71.85	-48.25
BRD-K69328504	CP	L-690488	nositol monophosphatase inhibitor	IMPA1		0.00, 0.00	1.00, 0.20	-99.35	-95.01	-60.82	-96.14	-95.48	-95.47	-99.73	-70.24	-72.06	-96.51
BRD-K76205745	CP	losartan	angiotensin receptor antagonist	AGTR1		20.00, 20.00	0.31, 0.02	98.24	60.35	-24.06	92.20	69.09	99.11	57.50	23.33	78.28	91.31
BRD-K78126613	CP	menadione	CDC inhibitor, mitochondrial DNA polymerase inhibitor, phosphatase inhibitor, pyruvate kinase isozyme inhibitor	AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PKM, PROC, PROS1, PROZ, VKORC1, VKORC1L1		0.00, 0.00	2.21, 0.41	-95.16	-70.90	-80.57	-75.87	-98.46	-98.82	-90.72	40.15	-92.71	-96.51
BRD-K67844266	CP	MLN-4924	nedd activating enzyme inhibitor	NAE1, UBA3		0.00, 0.00	2.53, 0.74	-93.62	-45.04	-73.63	90.83	-99.92	-95.46	68.69	-97.50	52.82	-94.68
BRD-K62810658	CP	PD-98059	MEK inhibitor, MAP kinase inhibitor	MAP2K1, AKT1, CHEK1, GSK3B, LCK, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor	10.00, 0.00	0.90, 0.23	65.63	43.37	-44.71	42.13	-24.36	96.10	89.06	61.57	8.40	53.44
BRD-K80738081	CP	resveratrol	apolipoprotein expression enhancer, beta-secretase inhibitor, cyclooxygenase inhibitor, cytochrome P450 inhibitor, lipid peroxidase inhibitor, MAP kinase inhibitor, monoamine oxidase inhibitor, NFkB pathway modulator, SIRT activator, SIRT pathway, SIRT stimulant, sodium channel blocker, thioredoxin reductase inhibitor, topoisomerase inhibitor, xanthine oxidase inhibitor	PTGS1, PTGS2, SIRT1, APOA1, BACE1, CSNK2A1, MAOA, NQO2, SCN5A, TXNRD1, TXNRD2, XDH		20.00, 10.00	0.95, 0.20	49.30	95.76	-35.19	58.89	-97.86	71.76	82.94	99.52	-89.05	91.84
BRD-K23875128	CP	RHO-kinase-inhibitor-III[rockout]	ROCK inhibitor	IMPDH2, ROCK1		10.00, 10.00	1.26, 0.76	65.65	98.28	8.06	-16.69	53.70	-52.84	80.18	75.72	-41.78	56.25
BRD-K50128260	CP	sildenafil	phosphodiesterase inhibitor	PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3		0.00, 0.00	0.40, 0.06	67.87	-19.74	75.39	-35.79	71.31	-65.34	-56.73	-64.75	-39.69	-26.05
BRD-K28360340	CP	TW-37	BCL inhibitor, MCL1 inhibitor	BCL2, BCL2L1, MCL1	BCL inhibitor	0.00, 0.00	2.60, 0.72	-79.19	-67.06	-93.96	-99.20	-84.27	-62.28	-61.22	-97.46	-99.38	-94.99
BRD-A09533288	CP	verapamil	calcium channel blocker, L-type calcium channel blocker, dopamine receptor antagonist	CACNA1C, CACNA1D, CACNA1G, CACNA1S, CACNA1A, CACNA1B, CACNA1F, CACNA1I, CACNB1, CACNB2, CACNB3, CACNB4, CYP2C8, CYP2E1, CYP3A4, CYP3A5, CYP3A7, DRD2, KCNA10, KCNA7, KCNH2, KCNJ11, NALCN, SCN5A, SLC29A4, SLC6A4		30.00, 30.00	0.84, 0.11	32.41	71.74	66.74	99.98	99.76	81.01	91.25	16.37	88.99	99.61
BRD-U88459701	CP	atorvastatin	HMGCR inhibitor, dipeptidyl peptidase inhibitor, tumor necrosis factor expression inhibitor	HMGCR, DPP4, AHR, CYP3A5, FASLG	HMGCR inhibitor	0.00, 0.00	1.50, 0.41	80.64	84.19	-98.80	79.72	90.64	71.00	77.38	71.73	47.89	90.46
BRD-A69951442	CP	dexamethasone	glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2		40.00, 30.00	1.47, 0.68	99.60	44.58	78.35	-26.98	-53.14	-95.73	26.81	99.96	99.78	96.00
BRD-A25004090	CP	erastin	anion channel modulator, ion channel antagonist	VDAC2		60.00, 40.00	0.59, 0.35	49.94	27.67	52.85	98.51	96.31	40.27	99.96	99.94	95.58	99.15
BRD-K15108141	CP	gemcitabine	cell cycle inhibitor, DNA repair enzyme inhibitor, DNA synthesis inhibitor, pyrimidine antagonist, ribonucleoside reductase inhibitor, ribonucleotide reductase inhibitor	RRM1, CMPK1, RRM2, TYMS	Ribonucleotide reductase inhibitor	0.00, 0.00	1.97, 0.58	-99.94	-99.93	-99.37	-99.80	53.47	-81.80	-99.25	-99.34	-75.07	-99.51
BRD-K59222562	CP	BRD-K59222562	CLK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B inhibitor	CLK1, CLK4, DYRK1A, DYRK1B		11.11, 11.11	1.36, 0.33	62.84	98.56	83.24	-69.33	NaN	-56.64	46.19	-95.39	90.45	65.92
BRD-A18279961	CP	BRD-A18279961	pyruvate kinase isozyme activator	PKM		11.11, 11.11	0.95, 0.18	34.37	32.30	-52.23	-58.52	NaN	71.38	99.49	57.90	-29.16	45.40
BRD-A38793261	CP	BRD-A38793261	ROR antagonist	RORC		11.11, 11.11	0.74, 0.19	65.79	-79.08	13.07	82.78	NaN	32.39	-42.51	-88.33	99.86	46.79
BRD-K37456065	CP	VU-0365114-2	acetylcholine receptor allosteric modulator, M5 modulator	CHRM5		0.00, 0.00	1.65, 0.58	-26.10	85.02	-96.77	80.51	NaN	32.49	-49.79	-68.47	-62.64	-52.56
BRD-K44432556	CP	VU-0418946-1	hypoxia inducible factor activator	HIF1A	HIF activator	0.00, 0.00	1.80, 0.63	-98.05	-97.19	-96.98	-98.83	-98.71	-90.73	-92.37	-98.34	-98.43	-97.11
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	10.00, 10.00	0.99, 0.30	-97.71	-97.60	-99.80	63.03	99.02	-83.07	60.47	-30.41	-41.26	-92.09
BRD-K24127443	CP	BRD-K24127443	lipoxygenase inhibitor			10.00, 0.00	1.28, 0.31	-46.25	28.29	-92.34	66.53	97.17	-43.17	83.88	31.15	-52.41	32.06
BRD-K35133769	CP	BRD-K35133769	lipoxygenase inhibitor			10.00, 10.00	1.25, 0.43	-28.14	48.71	-19.42	97.65	37.49	70.40	28.76	-20.78	27.22	26.65
BRD-K68756823	CP	FR-180204	MAP kinase inhibitor	MAPK1, MAPK3		10.00, 10.00	0.89, 0.24	-7.53	-73.74	-57.25	49.04	31.84	-41.93	-56.71	94.33	97.52	-21.43
BRD-K30649484	CP	mafenide	carbonic anhydrase inhibitor, unidentified pharmacological activity	CA6, CA12, CA14, CA2, CA4, CA9		0.00, 0.00	1.82, 0.47	-85.74	-57.36	11.56	88.79	-96.85	-37.52	-46.45	-26.49	-28.44	-28.04
BRD-K39823328	CP	VU-0366037-2	glutamate receptor modulator	GRM4		0.00, 0.00	0.86, 0.16	12.48	-94.80	52.71	80.91	-54.57	-44.71	26.69	-25.69	86.17	-16.65
BRD-A34208323	CP	VU-0404997-2	glutamate receptor modulator	GRM4		10.00, 10.00	0.95, 0.26	-33.13	-67.48	-66.69	-84.99	39.66	-98.69	99.23	-28.69	-99.88	-65.24
BRD-K83010055	CP	VU-0415374-1	glutamate receptor modulator	GRM4		0.00, 0.00	1.07, 0.32	11.02	9.34	35.99	22.80	-63.77	-74.73	-44.56	45.84	85.98	8.74
BRD-K74501079	CP	azithromycin	50S ribosomal subunit inhibitor, protein synthesis inhibitor	MLNR		0.00, 0.00	1.00, 0.33	46.94	27.69	-74.02	-44.56	-63.61	39.60	-43.52	87.88	-31.14	-20.16
BRD-A35108200	CP	dexamethasone	glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist	40.00, 30.00	1.30, 0.85	-94.73	99.89	99.56	-34.19	-43.32	-98.07	93.79	99.95	87.78	97.29
BRD-A69512159	CP	carbidopa	aromatic L-amino acid decarboxylase inhibitor, dopa decarboxylase (aromatic L-amino acid decarboxylase) inhibitor	DDC		10.00, 0.00	2.07, 0.67	22.63	-52.77	-30.82	61.25	50.88	-15.80	-61.60	15.17	96.55	-24.38
BRD-K02637541	CP	celecoxib	cyclooxygenase inhibitor, caspase activator	PTGS2, CA12, CASP3, CYP2C19, PDPK1		0.00, 0.00	0.74, 0.09	-64.45	-12.21	-33.49	38.36	-33.18	-41.62	-25.08	-43.77	-42.42	-15.66
BRD-A42571354	CP	cetirizine	histamine receptor antagonist	HRH1		0.00, 0.00	0.81, 0.11	49.84	32.90	35.78	22.06	-56.48	-29.44	75.28	-67.38	91.36	28.31
BRD-A47598013	CP	citalopram	serotonin reuptake inhibitor, serotonin uptake inhibitor	SLC6A4, SLC6A2		0.00, 0.00	1.09, 0.23	58.24	-40.79	-34.75	-61.14	-40.32	-83.75	-95.82	59.98	39.12	-39.93
BRD-K27721098	CP	clopidogrel	purinergic receptor antagonist, platelet aggregation inhibitor, purinergic receptor inhibitor	P2RY12, CYP2B6, CYP2C19, CYP3A5		0.00, 0.00	2.81, 0.70	-59.07	-87.16	-68.52	-41.35	48.40	32.65	-90.02	68.45	36.98	-67.03
BRD-K05673000	CP	dicloxacillin	bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	10.00, 10.00	0.85, 0.26	46.05	-51.40	42.41	-43.82	98.02	59.25	72.82	76.86	67.58	71.89
BRD-A16998493	CP	etodolac	cyclooxygenase inhibitor, TRPV agonist	PTGS2, PTGS1, RXRA, TRPV1		11.11, 11.11	2.77, 0.81	-33.84	-32.29	-55.77	-56.02	48.15	NaN	-96.99	-11.36	100.00	-50.30
BRD-A81233518	CP	glycopyrrolate	acetylcholine receptor antagonist	CHRM1, CHRM3, CHRM2, CHRM4, CHRM5		0.00, 0.00	0.88, 0.26	71.53	-24.65	7.42	78.46	21.79	36.82	-14.61	-55.94	-44.68	-5.92
BRD-A01320529	CP	salmeterol	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	10.00, 0.00	0.56, 0.09	-98.43	-89.17	10.23	-31.59	49.92	96.00	20.19	-81.84	9.04	-17.74
BRD-K55070890	CP	thiothixene	dopamine receptor, dopamine receptor antagonist	HTR2A, DRD1, DRD2, HRH1		0.00, 0.00	1.80, 0.45	-93.78	-66.98	-24.29	-35.29	-34.56	46.58	-98.53	-22.40	-25.87	-40.70
BRD-K92000912	CP	AM-251	ACAT inhibitor, cannabinoid receptor antagonist, cannabinoid receptor inverse agonist	CNR1, GPR18, GPR55		0.00, 0.00	0.55, 0.14	-39.27	-96.25	5.29	47.62	-93.62	-33.16	9.60	-70.33	-14.26	-23.15
BRD-K41410256	CP	balsalazide	cyclooxygenase inhibitor, prostanoid receptor inhibitor, thromboxane receptor antagonist	PTGS1, PTGS2, ALOX5, PPARG		10.00, 10.00	2.14, 0.53	64.85	-85.55	-68.14	36.61	22.47	30.81	-45.05	99.73	-71.63	-74.89
BRD-A46179541	CP	doxapram	potassium channel blocker	KCNK3, KCNK9	Potassium channel blocker	0.00, 0.00	1.13, 0.48	-36.78	-92.79	-61.41	33.04	-32.25	-35.95	56.81	59.33	-43.91	-29.26
BRD-K67783091	CP	haloperidol	dopamine receptor antagonist	DRD2, DRD1, DRD3, HTR2A, CYP3A7, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2B, HTR7, KCNH1		0.00, 0.00	1.23, 0.23	27.15	-98.73	15.00	50.87	68.65	-85.43	-36.84	-26.45	-35.25	8.94
BRD-A66435872	CP	HTMT	histamine receptor agonist	HRH4		0.00, 0.00	1.00, 0.24	55.85	-44.80	34.68	34.77	-89.19	18.89	-48.35	-58.59	92.50	-26.57
BRD-K12102668	CP	nialamide	monoamine oxidase inhibitor	COMT, MAOA, MAOB		10.00, 10.00	1.83, 0.55	-68.89	-92.21	-23.23	-81.56	63.89	21.74	43.34	99.54	-26.00	-23.44
BRD-K67637637	CP	olopatadine	histamine receptor antagonist, histamine blocker, mediator release inhibitor	HRH1, S100A1, S100A12, S100A13, S100A2, S100B		0.00, 0.00	1.86, 0.53	-81.69	-35.52	-23.23	8.01	35.12	-44.24	-94.55	76.84	-99.35	-43.33
BRD-K00234327	CP	RU-24969	serotonin receptor agonist	HTR1A, HTR1B, HTR6, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A		0.00, 0.00	0.51, 0.15	68.73	-99.43	-59.18	-25.64	84.51	-35.65	-65.22	-50.56	80.22	-39.88
BRD-A75769826	CP	SDM25N	opioid receptor antagonist	OPRD1		10.00, 0.00	0.41, 0.07	81.44	95.22	31.82	-46.01	55.37	-32.12	-58.04	-73.89	-36.74	-22.31
BRD-A01826957	CP	xanthinol	vasodilator			10.00, 10.00	1.31, 0.44	-26.31	20.49	8.69	99.85	65.78	-35.10	-23.51	-73.54	-39.01	6.53
BRD-A70083328	CP	secnidazole	acetylcholinesterase inhibitor, microtubule inhibitor			12.50, 0.00	1.44, 0.48	11.26	96.05	71.94	55.34	43.54	NaN	-23.66	-66.19	NaN	27.23
BRD-K98530306	CP	clonidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		20.00, 10.00	0.95, 0.27	76.03	95.64	-34.00	89.32	98.06	44.33	31.87	80.18	-62.03	91.66
BRD-A36074203	CP	remacemide	glutamate receptor antagonist, glutamate receptor agonist	GRIN1		0.00, 0.00	0.93, 0.22	35.53	-73.85	-41.94	53.99	-53.60	-95.17	-19.65	-48.07	92.86	-24.30
BRD-K02130563	CP	panobinostat	HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	0.00, 0.00	1.89, 0.52	-99.56	-78.18	-99.39	-98.31	-99.65	-99.73	-99.64	-92.38	-99.85	-98.94
BRD-K26818574	CP	BIX-01294	DNA methyltransferase inhibitor, histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor	EHMT1, EHMT2		11.11, 0.00	0.95, 0.15	55.74	-87.76	-41.03	88.23	96.65	34.70	-98.46	-94.12	NaN	-88.43
BRD-K07403598	CP	CAY-10470	NFKB pathway inhibitor	NFKB1, TNF		0.00, 0.00	0.98, 0.16	-96.31	-13.29	-75.87	-94.42	-62.28	-54.77	-94.14	-97.44	NaN	-98.10
BRD-K05396879	CP	15-delta-prostaglandin-j2	PPAR receptor agonist, FXR antagonist	PPARG, NR1H4	PPAR receptor agonist	0.00, 0.00	1.39, 0.63	-98.63	71.89	-99.60	51.30	-99.75	-87.00	-87.92	-39.05	-46.60	-97.22
BRD-K00656370	CP	6-aminochrysene	inhibitor of transferase activity			0.00, 0.00	0.65, 0.15	-98.38	-12.08	-48.10	-18.23	61.86	-26.50	-20.52	-99.30	NaN	-19.10
BRD-K56001384	CP	antimycin-a	antibiotic, electron transfer inhibitor	CYCS	ATP synthase inhibitor	0.00, 0.00	1.50, 0.24	-99.98	29.56	-99.54	-57.35	-87.24	44.45	-80.81	-53.23	NaN	-71.15
BRD-K10573841	CP	tunicamycin	GLCNAC phosphotransferase inhibitor	GNPTAB		0.00, 0.00	2.39, 0.75	-98.47	-78.04	-98.19	-98.54	-98.85	-99.60	-59.75	-99.49	NaN	-97.46
BRD-A19037878	CP	trichostatin-a	HDAC inhibitor, CDK expression enhancer, ID1 expression inhibitor	HDAC7, HDAC8, HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC9		0.00, 0.00	2.10, 0.64	-99.58	-95.56	-99.49	-99.63	-99.65	-99.51	-99.64	-98.73	-99.56	-98.87
BRD-K87426499	CP	BRD-K87426499	caspase inhibitor	CASP3		0.00, 0.00	2.01, 0.34	-34.52	-4.38	62.85	-23.35	31.72	27.09	59.41	37.51	-40.63	14.38
BRD-A66395008	CP	parthenolide	NFkB pathway inhibitor, adiponectin receptor agonist	ADIPOR2, IKBKB, RELA		10.00, 10.00	1.10, 0.26	-64.25	-26.17	-61.60	99.98	-55.23	-69.38	-12.08	-42.52	-41.35	-25.12
BRD-K79254416	CP	decitabine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor	DNMT1		0.00, 0.00	0.89, 0.24	-63.69	30.99	-37.68	34.90	33.83	25.55	78.01	94.99	54.49	22.43
BRD-K25504083	CP	cytochalasin-d	actin polymerization inhibitor, actin stabilizer	ACTB		0.00, 0.00	1.82, 0.44	-95.67	-94.49	-68.05	-98.99	77.77	-57.72	-81.15	-98.42	-99.48	-98.87
BRD-K97056771	CP	HY-11007	Abl kinase inhibitor, Bcr-Abl kinase inhibitor	ABL1, BCR		0.00, 0.00	1.40, 0.35	58.81	88.08	-13.56	41.54	-34.72	-45.05	-52.29	-61.47	-92.49	-32.91
